;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Period;;;Minimum bid rate in the Eurosystem's main refinancing operations (1);Japan: uncollateralized overnight call rate (2);Sweden: repo rate;;United Kingdom: repo rate;;US fed funds target rate
;;9;0,00;0,30;-0,50;;0,25;;0,75
;;8;0,00;0,30;-0,50;;0,25;;0,75
;;7;0,00;0,30;-0,50;;0,25;;0,75
;;6;0,00;0,30;-0,50;;0,25;;0,75
;;3;0,00;0,30;-0,50;;0,25;;0,75
;;2;0,00;0,30;-0,50;;0,25;;0,75
;;1;0,00;0,30;-0,50;;0,25;;0,75
;;;0,00;0,30;-0,50;;0,25;;0,75
;Jan;31;0,00;0,30;-0,50;;0,25;;0,75
;;30;0,00;0,30;-0,50;;0,25;;0,75
;;27;0,00;0,30;-0,50;;0,25;;0,75
;;26;0,00;0,30;-0,50;;0,25;;0,75
;;25;0,00;0,30;-0,50;;0,25;;0,75
;;24;0,00;0,30;-0,50;;0,25;;0,75
;;23;0,00;0,30;-0,50;;0,25;;0,75
;;20;0,00;0,30;-0,50;;0,25;;0,75
;;19;0,00;0,30;-0,50;;0,25;;0,75
;;18;0,00;0,30;-0,50;;0,25;;0,75
;;17;0,00;0,30;-0,50;;0,25;;0,75
;;16;0,00;0,30;-0,50;;0,25;;0,75
;;13;0,00;0,30;-0,50;;0,25;;0,75
;;12;0,00;0,30;-0,50;;0,25;;0,75
;;11;0,00;0,30;-0,50;;0,25;;0,75
;;10;0,00;0,30;-0,50;;0,25;;0,75
;;9;0,00;0,30;-0,50;;0,25;;0,75
;;6;0,00;0,30;-0,50;;0,25;;0,75
;;5;0,00;0,30;-0,50;;0,25;;0,75
;;4;0,00;0,30;-0,50;;0,25;;0,75
;;3;0,00;0,30;-0,50;;0,25;;0,75
;;2;0,00;0,30;;;0,25;;0,75
;;;0,00;0,30;-0,50;;0,25;;0,75
2016;Dec;30;0,00;;-0,50;;0,25;;0,75
;;29;0,00;0,30;-0,50;;0,25;;0,75
;;28;0,00;0,30;-0,50;;0,25;;0,75
;;27;0,00;0,30;-0,50;;0,25;;0,75
;;26;0,00;0,30;-0,50;;;;0,75
;;23;0,00;0,30;-0,50;;0,25;;0,75
;;22;0,00;0,30;-0,50;;0,25;;0,75
;;21;0,00;0,30;-0,50;;0,25;;0,75
;;20;0,00;0,30;-0,50;;0,25;;0,75
;;19;0,00;0,30;;;0,25;;0,75
;;16;0,00;0,30;-0,50;;0,25;;0,75
;;15;0,00;0,30;-0,50;;0,25;;0,75
;;14;0,00;0,30;-0,50;;0,25;;0,75
;;13;0,00;0,30;-0,50;;0,25;;0,50
;;12;0,00;0,30;-0,50;;0,25;;0,50
;;9;0,00;0,30;-0,50;;0,25;;0,50
;;8;0,00;0,30;;;;;
;;7;0,00;0,30;-0,50;;0,25;;0,50
;;6;0,00;0,30;-0,50;;0,25;;0,50
;;5;0,00;0,30;-0,50;;0,25;;0,50
;;2;0,00;0,30;-0,50;;0,25;;0,50
;;1;0,00;0,30;-0,50;;0,25;;0,50
;;;0,00;0,30;-0,50;;0,25;;0,75
;Nov;30;0,00;0,30;-0,50;;0,25;;0,50
;;29;0,00;0,30;-0,50;;0,25;;0,50
;;28;0,00;0,30;-0,50;;0,25;;0,50
;;25;0,00;0,30;-0,50;;0,25;;0,50
;;24;0,00;0,30;-0,50;;0,25;;0,50
;;23;0,00;0,30;-0,50;;0,25;;0,50
;;22;0,00;0,30;-0,50;;0,25;;0,50
;;21;0,00;0,30;-0,50;;;;0,50
;;18;0,00;0,30;-0,50;;0,25;;0,50
;;17;0,00;0,30;-0,50;;0,25;;0,50
;;16;0,00;0,30;-0,50;;0,25;;0,50
;;15;0,00;0,30;-0,50;;0,25;;0,50
;;14;0,00;0,30;-0,50;;0,25;;0,50
;;11;0,00;0,30;-0,50;;0,25;;0,50
;;10;0,00;0,30;-0,50;;0,25;;0,50
;;9;0,00;0,30;-0,50;;0,25;;0,50
;;8;0,00;0,30;-0,50;;0,25;;0,50
;;7;0,00;0,30;-0,50;;0,25;;0,50
;;4;0,00;0,30;-0,50;;0,25;;0,50
;;3;0,00;0,30;-0,50;;0,25;;0,50
;;2;0,00;0,30;-0,50;;0,25;;0,50
;;1;0,00;0,30;-0,50;;0,25;;0,50
;;;0,00;0,30;-0,50;;0,25;;0,50
;Oct;31;0,00;0,30;-0,50;;0,25;;0,50
;;28;0,00;0,30;-0,50;;0,25;;0,50
;;27;0,00;0,30;-0,50;;0,25;;0,50
;;26;0,00;0,30;-0,50;;0,25;;0,50
;;25;0,00;0,30;-0,50;;0,25;;0,50
;;24;0,00;0,30;-0,50;;0,25;;0,50
;;21;0,00;0,30;-0,50;;0,25;;0,50
;;20;0,00;0,30;-0,50;;0,25;;0,50
;;19;0,00;0,30;-0,50;;0,25;;0,50
;;18;0,00;0,30;-0,50;;0,25;;0,50
;;17;0,00;0,30;-0,50;;0,25;;0,50
;;14;0,00;0,30;-0,50;;0,25;;0,50
;;13;0,00;0,30;-0,50;;0,25;;0,50
;;12;0,00;0,30;-0,50;;0,25;;0,50
;;11;0,00;0,30;-0,50;;0,25;;0,50
;;10;0,00;0,30;-0,50;;0,25;;0,50
;;7;0,00;0,30;-0,50;;0,25;;0,50
;;6;0,00;0,30;-0,50;;0,25;;0,50
;;5;0,00;0,30;-0,50;;0,25;;0,50
;;4;0,00;0,30;-0,50;;0,25;;0,50
;;3;0,00;0,30;-0,50;;0,25;;0,50
;;;0,00;0,30;-0,50;;0,25;;0,50
;Sep;30;0,00;0,30;-0,50;;0,25;;0,50
;;29;0,00;0,30;-0,50;;0,25;;0,50
;;28;0,00;0,30;-0,50;;0,25;;0,50
;;27;0,00;0,30;-0,50;;0,25;;0,50
;;26;0,00;0,30;-0,50;;0,25;;0,50
;;23;0,00;0,30;-0,50;;0,25;;0,50
;;22;0,00;0,30;-0,50;;0,25;;0,50
;;21;0,00;0,30;;;0,25;;0,50
;;20;0,00;0,30;-0,50;;0,25;;0,50
;;19;0,00;0,30;-0,50;;0,25;;0,50
;;16;0,00;0,30;-0,50;;0,25;;0,50
;;15;0,00;0,30;-0,50;;0,25;;0,50
;;14;0,00;0,30;-0,50;;0,25;;0,50
;;13;0,00;0,30;-0,50;;0,25;;0,50
;;12;0,00;0,30;-0,50;;0,25;;0,50
;;9;0,00;0,30;-0,50;;0,25;;0,50
;;8;0,00;0,30;-0,50;;0,25;;0,50
;;7;0,00;0,30;-0,50;;0,25;;0,50
;;6;0,00;0,30;-0,50;;0,25;;0,50
;;5;0,00;0,30;-0,50;;0,25;;0,50
;;2;0,00;0,30;-0,50;;0,25;;0,50
;;1;0,00;0,30;-0,50;;0,25;;0,50
;;;0,00;0,30;-0,50;;0,25;;0,50
;Aug;31;0,00;0,30;-0,50;;0,25;;0,50
;;30;0,00;0,30;-0,50;;0,25;;0,50
;;29;0,00;0,30;-0,50;;0,25;;0,50
;;26;0,00;0,30;-0,50;;0,25;;0,50
;;25;0,00;0,30;-0,50;;0,25;;0,50
;;24;0,00;0,30;-0,50;;0,25;;0,50
;;23;0,00;0,30;-0,50;;0,25;;0,50
;;22;0,00;0,30;-0,50;;0,25;;0,50
;;19;0,00;0,30;-0,50;;0,25;;0,50
;;18;0,00;;;;;;
;;17;0,00;0,30;-0,50;;0,25;;0,50
;;16;0,00;0,30;-0,50;;0,25;;0,50
;;15;0,00;0,30;-0,50;;0,25;;0,50
;;12;0,00;0,30;-0,50;;0,25;;0,50
;;11;0,00;0,30;-0,50;;0,25;;0,50
;;10;0,00;0,30;-0,50;;0,25;;0,50
;;9;0,00;0,30;-0,50;;0,25;;0,50
;;8;0,00;0,30;-0,50;;0,25;;0,50
;;5;0,00;0,30;-0,50;;0,25;;0,50
;;4;0,00;0,30;-0,50;;0,25;;0,50
;;3;0,00;0,30;-0,50;;0,50;;0,50
;;2;0,00;0,30;-0,50;;0,50;;0,50
;;1;0,00;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,25;;0,50
;Jul;29;0,00;0,30;-0,50;;0,50;;0,50
;;28;0,00;0,30;-0,50;;0,50;;0,50
;;27;0,00;0,30;;;;;
;;26;0,00;;-0,50;;0,50;;0,50
;;25;0,00;0,30;-0,50;;0,50;;0,50
;;22;0,00;0,30;-0,50;;0,50;;0,50
;;21;0,00;0,30;-0,50;;0,50;;0,50
;;20;0,00;0,30;-0,50;;0,50;;0,50
;;19;0,00;;;;;;
;;18;0,00;0,30;-0,50;;0,50;;0,50
;;15;0,00;0,30;;;0,50;;0,50
;;14;0,00;0,30;-0,50;;0,50;;0,50
;;13;0,00;0,30;-0,50;;0,50;;0,50
;;12;0,00;0,30;-0,50;;0,50;;0,50
;;11;0,00;0,30;-0,50;;0,50;;0,50
;;8;0,00;0,30;-0,50;;0,50;;0,50
;;7;0,00;0,30;-0,50;;0,50;;0,50
;;6;0,00;0,30;-0,50;;0,50;;0,50
;;5;0,00;0,30;-0,50;;0,50;;0,50
;;4;0,00;0,30;-0,50;;0,50;;0,50
;;1;0,00;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,50;;0,50
;Jun;30;0,00;0,30;-0,50;;0,50;;0,50
;;29;0,00;0,30;-0,50;;0,50;;0,50
;;28;0,00;0,30;-0,50;;0,50;;0,50
;;27;0,00;0,30;-0,50;;0,50;;0,50
;;24;0,00;0,30;-0,50;;0,50;;0,50
;;23;0,00;0,30;-0,50;;0,50;;0,50
;;22;0,00;0,30;-0,50;;0,50;;0,50
;;21;0,00;0,30;;;;;0,50
;;20;0,00;0,30;-0,50;;0,50;;0,50
;;17;0,00;0,30;-0,50;;0,50;;0,50
;;16;0,00;0,30;-0,50;;0,50;;0,50
;;15;0,00;0,30;-0,50;;0,50;;0,50
;;14;0,00;0,30;-0,50;;0,50;;0,50
;;13;0,00;0,30;-0,50;;0,50;;0,50
;;10;0,00;0,30;-0,50;;0,50;;0,50
;;9;0,00;0,30;-0,50;;0,50;;0,50
;;8;0,00;0,30;-0,50;;0,50;;0,50
;;7;0,00;0,30;-0,50;;0,50;;0,50
;;6;0,00;0,30;-0,50;;0,50;;0,50
;;3;0,00;0,30;-0,50;;0,50;;0,50
;;2;0,00;0,30;-0,50;;0,50;;0,50
;;1;0,00;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,50;;0,50
;May;31;0,00;0,30;-0,50;;0,50;;0,50
;;30;0,00;0,30;-0,50;;0,50;;0,50
;;27;0,00;0,30;-0,50;;0,50;;0,50
;;26;0,00;0,30;-0,50;;0,50;;0,50
;;25;0,00;0,30;-0,50;;0,50;;0,50
;;24;0,00;0,30;-0,50;;0,50;;0,50
;;23;0,00;0,30;-0,50;;0,50;;0,50
;;20;0,00;0,30;-0,50;;0,50;;0,50
;;19;0,00;0,30;-0,50;;0,50;;0,50
;;18;0,00;0,30;-0,50;;0,50;;0,50
;;17;0,00;;;;;;
;;16;0,00;0,30;-0,50;;0,50;;0,50
;;13;0,00;0,30;-0,50;;0,50;;0,50
;;12;0,00;0,30;-0,50;;0,50;;0,50
;;11;0,00;0,30;-0,50;;0,50;;0,50
;;10;0,00;0,30;-0,50;;0,50;;0,50
;;9;0,00;0,30;-0,50;;0,50;;0,50
;;6;0,00;0,30;-0,50;;0,50;;0,50
;;5;0,00;0,30;-0,50;;0,50;;0,50
;;4;0,00;0,30;-0,50;;0,50;;0,50
;;3;0,00;0,30;-0,50;;0,50;;0,50
;;2;0,00;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,50;;0,50
;Apr;29;0,00;0,30;-0,50;;0,50;;0,50
;;28;0,00;0,30;-0,50;;0,50;;0,50
;;27;0,00;0,30;-0,50;;0,50;;0,50
;;26;0,00;0,30;-0,50;;0,50;;0,50
;;25;0,00;0,30;-0,50;;0,50;;0,50
;;22;0,00;0,30;-0,50;;0,50;;0,50
;;21;0,00;0,30;-0,50;;0,50;;0,50
;;20;0,00;0,30;-0,50;;0,50;;0,50
;;19;0,00;0,30;-0,50;;0,50;;0,50
;;18;0,00;0,30;-0,50;;0,50;;0,50
;;15;0,00;0,30;-0,50;;0,50;;0,50
;;14;0,00;0,30;-0,50;;0,50;;0,50
;;13;0,00;0,30;-0,50;;0,50;;0,50
;;12;0,00;0,30;-0,50;;0,50;;0,50
;;11;0,00;0,30;-0,50;;0,50;;0,50
;;8;0,00;0,30;-0,50;;0,50;;0,50
;;7;0,00;0,30;-0,50;;0,50;;0,50
;;6;0,00;0,30;-0,50;;0,50;;0,50
;;5;0,00;0,30;-0,50;;0,50;;0,50
;;4;0,00;0,30;;;0,50;;0,50
;;1;0,00;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,50;;0,50
;Mar;31;0,00;0,30;-0,50;;0,50;;0,50
;;30;0,00;0,30;-0,50;;0,50;;0,50
;;29;0,00;0,30;-0,50;;0,50;;0,50
;;25;;0,30;;;;;0,50
;;24;0,00;0,30;-0,50;;0,50;;0,50
;;23;0,00;0,30;-0,50;;0,50;;0,50
;;22;0,00;0,30;-0,50;;0,50;;0,50
;;21;0,00;0,30;-0,50;;0,50;;0,50
;;18;0,00;0,30;-0,50;;0,50;;0,50
;;17;0,00;0,30;-0,50;;0,50;;0,50
;;16;0,00;0,30;-0,50;;0,50;;0,50
;;15;0,05;0,30;;;;;0,50
;;14;0,05;0,30;;;;;0,50
;;11;0,05;0,30;-0,50;;0,50;;0,50
;;10;0,05;0,30;-0,50;;0,50;;0,50
;;9;0,05;0,30;-0,50;;0,50;;0,50
;;8;0,05;0,30;-0,50;;0,50;;0,50
;;7;0,05;0,30;-0,50;;0,50;;0,50
;;4;0,05;0,30;-0,50;;0,50;;0,50
;;3;0,05;0,30;-0,50;;0,50;;0,50
;;2;0,05;0,30;-0,50;;0,50;;0,50
;;1;0,05;0,30;-0,50;;0,50;;0,50
;;;0,00;0,30;-0,50;;0,50;;0,50
;Feb;29;0,05;0,30;-0,50;;0,50;;0,50
;;26;0,05;0,30;-0,50;;0,50;;0,50
;;25;0,05;0,30;-0,50;;0,50;;0,50
;;24;0,05;0,30;-0,50;;0,50;;0,50
;;23;0,05;0,30;-0,50;;0,50;;0,50
;;22;0,05;0,30;-0,50;;0,50;;0,50
;;19;0,05;0,30;-0,50;;0,50;;0,50
;;18;0,05;0,30;-0,50;;0,50;;0,50
;;17;0,05;0,30;-0,50;;0,50;;0,50
;;16;0,05;0,30;-0,35;;0,50;;0,50
;;15;0,05;0,30;-0,35;;0,50;;0,50
;;12;0,05;0,30;-0,35;;0,50;;0,50
;;11;0,05;0,30;-0,35;;0,50;;0,50
;;10;0,05;0,30;-0,35;;0,50;;0,50
;;9;0,05;0,30;-0,35;;0,50;;0,50
;;8;0,05;0,30;-0,35;;0,50;;0,50
;;5;0,05;0,30;-0,35;;0,50;;0,50
;;4;0,05;0,30;-0,35;;0,50;;0,50
;;3;0,05;0,30;-0,35;;0,50;;0,50
;;2;0,05;0,30;-0,35;;0,50;;0,50
;;1;0,05;;;;;;
;;;0,05;0,30;-0,50;;0,50;;0,50
;Jan;29;0,05;0,30;-0,35;;0,50;;0,50
;;28;0,05;0,30;-0,35;;0,50;;0,50
;;27;0,05;0,30;-0,35;;0,50;;0,50
;;26;0,05;0,30;-0,35;;0,50;;0,50
;;25;0,05;0,30;-0,35;;0,50;;0,50
;;22;0,05;0,30;-0,35;;0,50;;0,50
;;21;0,05;0,30;-0,35;;0,50;;0,50
;;20;0,05;0,30;-0,35;;0,50;;0,50
;;19;0,05;0,30;-0,35;;0,50;;0,50
;;18;0,05;0,30;-0,35;;0,50;;0,50
;;15;0,05;0,30;-0,35;;0,50;;0,50
;;14;0,05;0,30;-0,35;;0,50;;0,50
;;13;0,05;0,30;-0,35;;0,50;;0,50
;;12;0,05;0,30;-0,35;;0,50;;0,50
;;11;0,05;0,30;-0,35;;0,50;;0,50
;;8;0,05;0,30;-0,35;;0,50;;0,50
;;7;0,05;0,30;-0,35;;0,50;;0,50
;;6;0,05;0,30;-0,35;;0,50;;0,50
;;5;0,05;0,30;-0,35;;0,50;;0,50
;;4;0,05;0,30;-0,35;;0,50;;0,50
;;1;;0,30;;;;;0,50
;;;0,05;0,30;-0,35;;0,50;;0,50
2015;Dec;31;0,05;0,30;-0,35;;0,50;;0,50
;;30;0,05;0,30;-0,35;;0,50;;0,50
;;29;0,05;0,30;-0,35;;0,50;;0,50
;;28;0,05;0,30;-0,35;;;;0,50
;;25;;0,30;;;;;0,50
;;24;0,05;0,30;;;0,50;;0,50
;;23;0,05;0,30;-0,35;;0,50;;0,50
;;22;0,05;0,30;-0,35;;0,50;;0,50
;;21;0,05;;;;;;
;;18;0,05;0,30;-0,35;;0,50;;0,50
;;17;0,05;0,30;-0,35;;0,50;;0,50
;;16;0,05;0,30;-0,35;;0,50;;0,50
;;15;0,05;0,30;-0,35;;0,50;;0,25
;;14;0,05;0,30;-0,35;;0,50;;0,25
;;11;0,05;0,30;-0,35;;0,50;;0,25
;;10;0,05;0,30;-0,35;;0,50;;0,25
;;9;0,05;0,30;-0,35;;0,50;;0,25
;;8;0,05;0,30;-0,35;;0,50;;0,25
;;7;0,05;0,30;-0,35;;0,50;;0,25
;;4;0,05;0,30;-0,35;;0,50;;0,25
;;3;0,05;0,30;-0,35;;0,50;;0,25
;;2;0,05;0,30;-0,35;;0,50;;0,25
;;1;0,05;0,30;-0,35;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,50
;Nov;30;0,05;0,30;-0,35;;0,50;;0,25
;;27;0,05;0,30;-0,35;;0,50;;0,25
;;26;0,05;0,30;-0,35;;0,50;;0,25
;;25;0,05;0,30;-0,35;;0,50;;0,25
;;24;0,05;0,30;-0,35;;0,50;;0,25
;;23;0,05;0,30;-0,35;;0,50;;0,25
;;20;0,05;0,30;-0,35;;0,50;;0,25
;;19;0,05;0,30;-0,35;;0,50;;0,25
;;18;0,05;;;;;;
;;17;0,05;0,30;-0,35;;0,50;;0,25
;;16;0,05;0,30;-0,35;;0,50;;0,25
;;13;0,05;0,30;-0,35;;0,50;;0,25
;;12;0,05;0,30;-0,35;;0,50;;0,25
;;11;0,05;0,30;-0,35;;0,50;;0,25
;;10;0,05;0,30;-0,35;;0,50;;0,25
;;9;0,05;0,30;-0,35;;0,50;;0,25
;;6;0,05;0,30;-0,35;;0,50;;0,25
;;5;0,05;0,30;-0,35;;0,50;;0,25
;;4;0,05;0,30;-0,35;;0,50;;0,25
;;3;0,05;0,30;-0,35;;0,50;;0,25
;;2;0,05;0,30;-0,35;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,25
;Oct;30;0,05;0,30;-0,35;;0,50;;0,25
;;29;0,05;0,30;-0,35;;0,50;;0,25
;;28;0,05;0,30;-0,35;;0,50;;0,25
;;27;0,05;0,30;-0,35;;0,50;;0,25
;;26;0,05;0,30;-0,35;;0,50;;0,25
;;23;0,05;0,30;-0,35;;0,50;;0,25
;;22;0,05;0,30;-0,35;;0,50;;0,25
;;21;0,05;0,30;-0,35;;0,50;;0,25
;;20;0,05;0,30;-0,35;;0,50;;0,25
;;19;0,05;0,30;-0,35;;0,50;;0,25
;;16;0,05;0,30;-0,35;;0,50;;0,25
;;15;0,05;0,30;-0,35;;0,50;;0,25
;;14;0,05;0,30;-0,35;;0,50;;
;;13;0,05;0,30;-0,35;;0,50;;
;;12;0,05;0,30;-0,35;;0,50;;
;;9;0,05;0,30;-0,35;;0,50;;0,25
;;8;0,05;0,30;-0,35;;0,50;;0,25
;;7;0,05;0,30;-0,35;;0,50;;0,25
;;6;0,05;0,30;-0,35;;0,50;;0,25
;;5;0,05;0,30;-0,35;;0,50;;0,25
;;2;0,05;0,30;-0,35;;0,50;;0,25
;;1;0,05;0,30;-0,35;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,25
;Sep;30;0,05;0,30;-0,35;;0,50;;0,25
;;29;0,05;0,30;-0,35;;0,50;;0,25
;;28;0,05;0,30;-0,35;;0,50;;0,25
;;25;0,05;0,30;-0,35;;0,50;;0,25
;;24;0,05;0,30;-0,35;;0,50;;0,25
;;23;0,05;0,30;-0,35;;0,50;;0,25
;;22;0,05;0,30;-0,35;;0,50;;0,25
;;21;0,05;0,30;-0,35;;0,50;;0,25
;;18;0,05;0,30;-0,35;;0,50;;0,25
;;17;0,05;0,30;-0,35;;0,50;;0,25
;;16;0,05;0,30;-0,35;;0,50;;0,25
;;15;0,05;0,30;-0,35;;0,50;;0,25
;;14;0,05;0,30;-0,35;;0,50;;0,25
;;11;0,05;0,30;-0,35;;0,50;;0,25
;;10;0,05;0,30;-0,35;;0,50;;0,25
;;9;0,05;0,30;-0,35;;0,50;;0,25
;;8;0,05;0,30;-0,35;;0,50;;0,25
;;7;0,05;0,30;-0,35;;0,50;;
;;4;0,05;0,30;-0,35;;0,50;;0,25
;;3;0,05;0,30;-0,35;;0,50;;0,25
;;2;0,05;0,30;-0,35;;0,50;;0,25
;;1;0,05;0,30;-0,35;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,25
;Aug;31;0,05;0,30;-0,35;;0,50;;0,25
;;28;0,05;0,30;-0,35;;0,50;;0,25
;;27;0,05;0,30;-0,35;;0,50;;0,25
;;26;0,05;0,30;-0,35;;0,50;;0,25
;;25;0,05;0,30;-0,35;;0,50;;0,25
;;24;0,05;0,30;-0,35;;0,50;;0,25
;;21;0,05;0,30;-0,35;;0,50;;0,25
;;20;0,05;0,30;-0,35;;0,50;;0,25
;;19;0,05;0,30;-0,35;;0,50;;0,25
;;18;0,05;0,30;-0,35;;0,50;;0,25
;;17;0,05;0,30;-0,35;;0,50;;0,25
;;14;0,05;0,30;-0,35;;0,50;;0,25
;;13;0,05;0,30;-0,35;;0,50;;0,25
;;12;0,05;0,30;-0,35;;0,50;;0,25
;;11;0,05;0,30;-0,35;;0,50;;0,25
;;10;0,05;0,30;-0,35;;0,50;;0,25
;;7;0,05;0,30;-0,35;;0,50;;0,25
;;6;0,05;0,30;-0,35;;0,50;;0,25
;;5;0,05;0,30;-0,35;;0,50;;0,25
;;4;0,05;0,30;-0,35;;0,50;;0,25
;;3;0,05;0,30;-0,35;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,25
;Jul;31;0,05;0,30;-0,35;;0,50;;0,25
;;30;0,05;0,30;-0,35;;0,50;;0,25
;;29;0,05;0,30;-0,35;;0,50;;0,25
;;28;0,05;0,30;-0,35;;0,50;;0,25
;;27;0,05;0,30;-0,35;;0,50;;0,25
;;24;0,05;0,30;-0,35;;0,50;;0,25
;;23;0,05;0,30;-0,35;;0,50;;0,25
;;22;0,05;0,30;-0,35;;0,50;;0,25
;;21;0,05;0,30;-0,35;;0,50;;0,25
;;20;0,05;0,30;-0,35;;0,50;;0,25
;;17;0,05;0,30;-0,35;;0,50;;0,25
;;16;0,05;0,30;-0,35;;0,50;;0,25
;;15;0,05;0,30;-0,35;;0,50;;0,25
;;14;0,05;0,30;-0,35;;0,50;;0,25
;;13;0,05;0,30;-0,35;;0,50;;0,25
;;10;0,05;0,30;-0,35;;0,50;;0,25
;;9;0,05;0,30;-0,35;;0,50;;0,25
;;8;0,05;0,30;-0,35;;0,50;;0,25
;;7;0,05;0,30;-0,25;;0,50;;0,25
;;6;0,05;0,30;-0,25;;0,50;;0,25
;;3;0,05;0,30;-0,25;;0,50;;0,25
;;2;0,05;0,30;-0,25;;0,50;;0,25
;;1;0,05;0,30;-0,25;;0,50;;0,25
;;;0,05;0,30;-0,35;;0,50;;0,25
;Jun;30;0,05;0,30;-0,25;;0,50;;0,25
;;29;0,05;0,30;-0,25;;0,50;;0,25
;;26;0,05;0,30;-0,25;;0,50;;0,25
;;25;0,05;0,30;-0,25;;0,50;;0,25
;;24;0,05;0,30;-0,25;;0,50;;0,25
;;23;0,05;0,30;-0,25;;0,50;;0,25
;;22;0,05;0,30;-0,25;;0,50;;0,25
;;19;0,05;0,30;-0,25;;0,50;;0,25
;;18;0,05;0,30;-0,25;;0,50;;0,25
;;17;0,05;0,30;-0,25;;0,50;;0,25
;;16;0,05;0,30;-0,25;;0,50;;0,25
;;15;0,05;0,30;-0,25;;0,50;;0,25
;;12;0,05;0,30;-0,25;;0,50;;0,25
;;11;0,05;0,30;-0,25;;0,50;;0,25
;;10;0,05;0,30;-0,25;;0,50;;0,25
;;9;0,05;0,30;-0,25;;0,50;;0,25
;;8;0,05;0,30;-0,25;;0,50;;0,25
;;5;0,05;0,30;-0,25;;0,50;;0,25
;;4;0,05;0,30;-0,25;;0,50;;0,25
;;3;0,05;0,30;-0,25;;0,50;;0,25
;;2;0,05;0,30;-0,25;;0,50;;0,25
;;1;0,05;0,30;-0,25;;0,50;;0,25
;;;0,05;0,30;-0,25;;0,50;;0,25
;May;29;0,05;0,30;-0,25;;0,50;;0,25
;;28;0,05;0,30;-0,25;;0,50;;0,25
;;27;0,05;0,30;-0,25;;0,50;;0,25
;;26;0,05;0,30;-0,25;;0,50;;0,25
;;25;0,05;0,30;;;0,50;;0,25
;;22;0,05;0,30;-0,25;;0,50;;0,25
;;21;0,05;0,30;-0,25;;0,50;;0,25
;;20;0,05;0,30;-0,25;;0,50;;0,25
;;19;0,05;0,30;-0,25;;0,50;;0,25
;;18;0,05;0,30;-0,25;;0,50;;0,25
;;15;0,05;0,30;-0,25;;0,50;;0,25
;;14;0,05;0,30;-0,25;;0,50;;0,25
;;13;0,05;0,30;-0,25;;0,50;;0,25
;;12;0,05;0,30;-0,25;;0,50;;0,25
;;11;0,05;0,30;-0,25;;0,50;;0,25
;;8;0,05;0,30;-0,25;;0,50;;0,25
;;7;0,05;0,30;-0,25;;0,50;;0,25
;;6;0,05;0,30;-0,25;;0,50;;0,25
;;5;0,05;0,30;-0,25;;0,50;;0,25
;;4;0,05;0,30;-0,25;;0,50;;0,25
;;1;0,05;0,30;;;0,50;;0,25
;;;0,05;0,30;-0,25;;0,50;;0,25
;Apr;30;0,05;0,30;-0,25;;0,50;;0,25
;;29;0,05;0,30;-0,25;;0,50;;0,25
;;28;0,05;0,30;-0,25;;0,50;;0,25
;;27;0,05;0,30;-0,25;;0,50;;0,25
;;24;0,05;0,30;-0,25;;0,50;;0,25
;;23;0,05;0,30;-0,25;;0,50;;0,25
;;22;0,05;0,30;-0,25;;0,50;;0,25
;;21;0,05;0,30;-0,25;;0,50;;0,25
;;20;0,05;0,30;-0,25;;0,50;;0,25
;;17;0,05;0,30;-0,25;;0,50;;0,25
;;16;0,05;0,30;-0,25;;0,50;;0,25
;;15;0,05;0,30;-0,25;;0,50;;0,25
;;14;0,05;0,30;-0,25;;0,50;;0,25
;;13;0,05;0,30;-0,25;;0,50;;0,25
;;10;0,05;0,30;-0,25;;0,50;;0,25
;;9;0,05;0,30;-0,25;;0,50;;0,25
;;8;0,05;0,30;-0,25;;0,50;;0,25
;;7;0,05;0,30;-0,25;;0,50;;0,25
;;6;;0,30;;;0,50;;0,25
;;3;;0,30;;;0,50;;0,25
;;2;0,05;0,30;-0,25;;0,50;;0,25
;;1;0,05;0,30;-0,25;;0,50;;0,25
;;;0,05;0,30;-0,25;;0,50;;0,25
;Mar;31;0,05;0,30;-0,25;;0,50;;0,25
;;30;0,05;0,30;-0,25;;0,50;;0,25
;;27;0,05;0,30;-0,25;;0,50;;0,25
;;26;0,05;0,30;-0,25;;0,50;;0,25
;;25;0,05;0,30;-0,25;;0,50;;0,25
;;24;0,05;0,30;-0,10;;0,50;;0,25
;;23;0,05;0,30;-0,10;;0,50;;0,25
;;20;0,05;0,30;-0,10;;0,50;;0,25
;;19;0,05;0,30;-0,10;;0,50;;0,25
;;18;0,05;0,30;-0,10;;0,50;;0,25
;;17;0,05;0,30;-0,10;;0,50;;0,25
